text,answer,a,b,c,d,e,f,g,h,hint,feedback,implausible_distractors,none_of_the_above,all_of_the_above,fill_in_the_blank,true_or_false,absolute_terms,longest_answer_correct,negative_worded_stem,word_repeats_in_stem_and_correct_answer,avoid_logical_cues,lost_sequence,more_than_one_correct,complex_k_type,ambiguous_unclear_information,gratuitous_information_in_stem,avoid_convergence_cues,grammatical_cues_in_stem,vague_terms,unfocused_stem
"For sets \(A\) and \(B\), \(A \subseteq B\) means:",every element of \(A\) is in \(B\),\(A\) has more elements than \(B\),\(A\) is equal to \(B\),every element of \(A\) is in \(B\),\(B\) is a proper subset of \(A\),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"If \(A \subset B\), then:",\(A\) is a proper subset of \(B\),\(A\) and \(B\) are equal,\(A\) is a proper subset of \(B\),\(B\) is a proper subset of \(A\),\(A\) is empty,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"In a Venn diagram, if the circle for \(A\) is entirely inside the circle for \(B\), then:",\(A \subseteq B\),\(A \subseteq B\),\(B \subseteq A\),\(A\) and \(B\) are disjoint,\(A = B\),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass
A set is defined as a/an _____ of objects.,collection,sequence,collection,function,relation,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"In roster notation, the order of elements _____ affect the set.",does not,always,sometimes,does not,must,,,,,,,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass
"If \(A \subseteq B\) and \(B \subseteq A\), what can be concluded about \(A\) and \(B\)?",\(A = B\),\(A\) is a proper subset of \(B\),\(A = B\),\(A\) is not a subset of \(B\),\(B\) is empty,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The symbol \(\in\) means:,element is in a set,element is not in a set,element is in a set,set is empty,set is infinite,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which set notation describes all even integers between 2 and 10 inclusive?,\(\{ x \in \mathbb{Z} : 2 \leq x \leq 10 \text{ and } x \text{ is even} \}\),\(\{ x \in \mathbb{Z} : 2 < x < 10 \text{ and } x \text{ is even} \}\),\(\{ x \in \mathbb{Z} : 2 \leq x \leq 10 \text{ and } x \text{ is even} \}\),\(\{ x \in \mathbb{N} : x \text{ is odd} \}\),\(\{ x \in \mathbb{Z} : x \text{ is odd} \}\),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The empty set \(\emptyset\) has cardinality _____.,0,1,0,undefined,infinite,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which of the following is a proper subset of \(\mathbb{Z}\)?,\(\mathbb{N}\),\(\mathbb{N}\),\(\mathbb{Q}\),\(\mathbb{R}\),\(\emptyset\),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass
"If a set \(A\) contains \(\{2, 4, 6, 8\}\), what is \(|A|\)?",4,3,4,5,8,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which statement is true for any sets \(X\) and \(Y\)?,"If \(X \subset Y\), then \(X \subseteq Y\)","If \(X \subset Y\), then \(X = Y\)","If \(X \subseteq Y\), then \(X \subset Y\)","If \(X \subset Y\), then \(X \subseteq Y\)","If \(X = Y\), then \(X \subset Y\)",,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass
Set-builder notation \(\{x \in \mathbb{Z} : 0 < x < 5 \}\) describes:,All integers greater than 0 and less than 5,All integers less than 5,All integers greater than 0 and less than 5,All positive real numbers less than 5,All integers from 0 to 5 inclusive,,,,,,,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
A set is defined as a collection of _____.,objects,numbers only,functions only,objects,colors only,,,,,,,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass
"In roster notation, the order of elements in a set _____.",does not matter,determines set equality,matters,does not matter,cannot be changed,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass
The symbol \(\in\) means an element _____ a set.,is in,is not in,is in,may be in,is excluded from,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass
The empty set \(\emptyset\) has _____ elements.,zero,one,zero,infinite,two,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The cardinality \(|A|\) of a set \(A\) is the _____.,number of distinct elements,sum of elements,number of distinct elements,product of elements,largest element,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
A set \(A\) is a subset of \(B\) if every element of \(A\) is also in _____.,\(B\),\(A\) only,\(B\),neither \(A\) nor \(B\),both \(A\) and \(B\),,,,,,,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass
Two sets are equal if and only if each is a subset of the _____.,other,larger set,other,universal set,empty set,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The set \(\mathbb{N}\) represents the set of _____.,natural numbers including zero,all integers,natural numbers including zero,all rational numbers,all real numbers,,,,,,,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The set \( \{ x \in \mathbb{Z} : 0 < x < 5 \} \) is an example of _____ notation.,set-builder,roster,set-builder,interval,ordered pair,,,,,,,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"If \(A \subset B\), then \(A\) is a _____ subset of \(B\).",proper,proper,equal,universal,empty,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass
