text,answer,a,b,c,d,e,f,g,h,hint,feedback,implausible_distractors,none_of_the_above,all_of_the_above,fill_in_the_blank,true_or_false,absolute_terms,longest_answer_correct,negative_worded_stem,word_repeats_in_stem_and_correct_answer,avoid_logical_cues,lost_sequence,more_than_one_correct,complex_k_type,ambiguous_unclear_information,gratuitous_information_in_stem,avoid_convergence_cues,grammatical_cues_in_stem,vague_terms,unfocused_stem
"The notation \(\bigcap_{i=1}^n A_i\) means the _____ of sets \(A_1, A_2, \ldots, A_n\).",intersection,union,complement,intersection,difference,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The union \(\bigcup_{i=1}^n A_i\) contains elements that are in _____ of the sets \(A_i\).,at least one set,every set,none of the sets,at least one set,only the first set,,,,,,,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"The set \(C \cup D\), where \(C\) is evens and \(D\) is odds, equals _____.",all integers,empty set,even numbers only,odd numbers only,all integers,,,,,,,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which set operation is used to find elements common to all sets in a sequence?,intersection,union,intersection,difference,complement,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
A Venn diagram shading the overlap of two sets represents the _____.,intersection,union,difference,intersection,complement,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The intersection \(A \cap B\) contains elements that are in _____ sets.,both \(A\) and \(B\),either \(A\) or \(B\),only \(A\),both \(A\) and \(B\),neither \(A\) nor \(B\),,,,,,,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The union \(A \cup B\) includes all elements that are in _____.,either \(A\) or \(B\) or both,both \(A\) and \(B\),either \(A\) or \(B\) or both,only \(A\),only \(B\),,,,,,,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass
"For infinite sets, the intersection of multiples of 2 and multiples of 3 is the set of multiples of _____.",6,2,3,6,1,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"Which notation represents the union of a sequence of sets \(A_1, A_2, \ldots, A_n\)?",\(\bigcup_{i=1}^n A_i\),\(\bigcap_{i=1}^n A_i\),\(\bigcup_{i=1}^n A_i\),\(A_1 \cap A_2 \cap \cdots \cap A_n\),\(A_1 \setminus A_2\),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The set \(A \cup (B \cap C)\) differs from \((A \cup B) \cap C\) because:,parentheses change the order of operations,union and intersection are commutative,parentheses change the order of operations,both sets are always equal,parentheses have no effect here,,,,,,,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The expression \(A \cap B \cap C \cap D\) is well-defined because:,intersection is associative,intersection is associative,"sets \(A\), \(B\), \(C\), \(D\) are disjoint",union distributes over intersection,sets are all finite,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The union of the set of even integers \(C\) and odd integers \(D\) equals:,the set of all integers,empty set,integers divisible by 2 or 3,the set of all integers,only even integers,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"In the example where students skip finals if they got an A on midterm 1 or 2, the set of eligible students is \(A \cup B\) because it contains students who received an A on:",midterm 1 or midterm 2 or both,both midterms,neither midterm,midterm 1 or midterm 2 or both,only midterm 2,,,,,,,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass
The intersection \(A \cap (B \cup C)\) means:,elements in \(A\) and in \(B\) or \(C\),elements in \(A\) or in both \(B\) and \(C\),elements in \(A\) and in \(B\) or \(C\),elements only in \(B\) and \(C\),elements only in \(A\) and \(B\) and \(C\),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
