text,answer,a,b,c,d,e,f,g,h,hint,feedback,implausible_distractors,none_of_the_above,all_of_the_above,fill_in_the_blank,true_or_false,absolute_terms,longest_answer_correct,negative_worded_stem,word_repeats_in_stem_and_correct_answer,avoid_logical_cues,lost_sequence,more_than_one_correct,complex_k_type,ambiguous_unclear_information,gratuitous_information_in_stem,avoid_convergence_cues,grammatical_cues_in_stem,vague_terms,unfocused_stem
The law that justifies \((p \land p) \equiv p\) is the _____.,Idempotent law,Idempotent law,Absorption law,Domination law,Identity law,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which law states that \(p \lor (q \land r) \equiv (p \lor q) \land (p \lor r)\)?,Distributive law,Distributive law,Associative law,Commutative law,Absorption law,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
What law allows rewriting \(\neg \neg p\) as \(p\)?,Double negation law,Complement law,Double negation law,Identity law,Domination law,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The expression \(p \lor \text{F}\) is equivalent to _____.,\(p\),\(p \land \text{F}\),\(\text{F}\),\(p\),\(\text{T}\),,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Why is \(p \rightarrow q\) logically equivalent to \(\neg q \rightarrow \neg p\)?,Due to the conditional identity and double negation law,Because of the complement law,Due to the conditional identity and double negation law,Because of the absorption law,Due to the domination law,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which law justifies that \((p \land (p \lor q)) \equiv p\)?,Absorption law,Idempotent law,Distributive law,Absorption law,Commutative law,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
What law justifies substituting \(p \rightarrow q\) with \(\neg p \lor q\)?,Conditional identity,De Morgan's law,Double negation law,Conditional identity,Distributive law,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"Using the law of propositional logic, \(\neg (p \lor q) \equiv _____\).",\(\neg p \land \neg q\),\(\neg p \lor \neg q\),\(\neg p \land \neg q\),\(p \land q\),\(p \lor q\),,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which law states that \(p \lor \text{F} \equiv p\)?,Identity law,Domination law,Identity law,Absorption law,Complement law,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which law allows rearranging \(\neg p \wedge q\) to \(q \wedge \neg p\)?,Commutative law,Associative law,Commutative law,Distributive law,Idempotent law,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
What is the purpose of using the laws of propositional logic in proofs?,To show two propositions are logically equivalent,To prove a proposition is true or false,To show two propositions are logically equivalent,To simplify arithmetic expressions,To convert propositions to natural language,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which law justifies that \(\neg \neg p \equiv p\)?,Double negation law,Complement law,Double negation law,Conditional identity,Absorption law,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The expression \((p \land \neg p)\) is equivalent to _____.,\(\text{F}\),\(\text{T}\),\(p\),\(\text{F}\),\(\neg p\),,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
How does De Morgan's law transform \(\neg (p \land q)\)?,\(\neg p \lor \neg q\),\(\neg p \land \neg q\),\(\neg p \lor \neg q\),\(p \lor q\),\(p \land q\),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The law that justifies \(p \rightarrow q \equiv \neg p \lor q\) is the _____.,Conditional identity,De Morgan's law,Complement law,Conditional identity,Distributive law,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which law allows substitution of \(\neg p \lor q\) for \(p \rightarrow q\) in a compound proposition?,Conditional identity,Absorption law,Conditional identity,Identity law,Commutative law,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The equivalence \(\neg (p \lor q) \equiv \neg p \land \neg q\) is an example of _____.,De Morgan's law,Complement law,De Morgan's law,Distributive law,Associative law,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which law states that \(p \land p \equiv p\)?,Idempotent law,Idempotent law,Identity law,Domination law,Absorption law,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The law that justifies \((p \lor q) \land (p \lor r) \equiv p \lor (q \land r)\) is the _____.,Distributive law,Distributive law,Associative law,Commutative law,Conditional identity,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
What does the double negation law state?,\(\neg \neg p \equiv p\),\(\neg p \equiv p\),\(\neg \neg p \equiv p\),\(p \lor \neg p \equiv \text{T}\),\(p \land \neg p \equiv \text{F}\),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The law that shows \(p \lor \text{F} \equiv p\) is the _____.,Identity law,Domination law,Identity law,Complement law,Absorption law,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Why is the contrapositive \(\neg q \rightarrow \neg p\) logically equivalent to \(p \rightarrow q\)?,By the conditional identity and double negation law,By De Morgan's law,By the conditional identity and double negation law,By the distributive law,Because inverse and converse are equivalent,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
