text,answer,a,b,c,d,e,f,g,h,hint,feedback,implausible_distractors,none_of_the_above,all_of_the_above,fill_in_the_blank,true_or_false,absolute_terms,longest_answer_correct,negative_worded_stem,word_repeats_in_stem_and_correct_answer,avoid_logical_cues,lost_sequence,more_than_one_correct,complex_k_type,ambiguous_unclear_information,gratuitous_information_in_stem,avoid_convergence_cues,grammatical_cues_in_stem,vague_terms,unfocused_stem
Fill in the blank: A truth table for a compound proposition with \(n\) variables has _____ rows.,\(2^n\),\(n\),\(2n\),\(2^n\),\(n^2\),,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"Which of the following is the correct symbolic translation of ""It is not true that it is windy or cold""?",\(\neg (p \lor q)\),\(\neg p \land \neg q\),\(\neg (p \land q)\),\(\neg (p \lor q)\),\(p \lor q\),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass
"How many rows are in a truth table for a compound proposition with variables \(p\), \(q\), and \(r\)?",8,3,6,8,9,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which logical operator is applied first when evaluating \(p \lor \neg q \land r\) without parentheses?,Negation (\(\neg\)),Conjunction (\(\land\)),Negation (\(\neg\)),Disjunction (\(\lor\)),Exclusive or (\(\oplus\)),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The compound proposition \(p \lor q \land r\) should be read as:,\(p \lor (q \land r)\),\((p \lor q) \land r\),\(p \lor (q \land r)\),\((p \land q) \lor r\),\(\neg p \lor q \land r\),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
What is the truth value of \(\neg (p \land \neg r)\) when \(p\) is true and \(r\) is false?,False,True,False,Cannot determine,Depends on \(q\),,,,,,,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass
"When filling in the variable columns of a truth table, the pattern for the rightmost variable column is:",Alternating Ts and Fs,Alternating two Ts then two Fs,Alternating Ts and Fs,All Ts then all Fs,Random pattern,,,,,,,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
What is the order of operations for compound propositions without parentheses?,"Negation, conjunction, disjunction","Disjunction, conjunction, negation","Negation, conjunction, disjunction","Conjunction, disjunction, negation","Negation, disjunction, conjunction",,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass
"Which is a correct English translation of the proposition \(p \land \neg q\) given \(p\): It is windy, \(q\): It is cold?",It is windy and not cold,It is windy or it is cold,It is windy and not cold,It is not windy and cold,It is windy or not cold,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Why are intermediate columns used when filling out truth tables for complex propositions?,To simplify evaluation of sub-expressions,To reduce the number of rows,To clarify the order of variables,To simplify evaluation of sub-expressions,To avoid using negations,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
What is the correct order of operations in a compound proposition without parentheses?,"Negation, Conjunction, Disjunction","Conjunction, Disjunction, Negation","Disjunction, Negation, Conjunction","Negation, Conjunction, Disjunction","Disjunction, Conjunction, Negation",,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass
"When evaluating \(p \lor \neg q \land r\), which operation is applied first?",Negation \(\neg\),Disjunction \(\lor\),Negation \(\neg\),Conjunction \(\land\),Parentheses,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
A truth table for a compound proposition with 4 variables has _____ rows.,16,4,8,12,16,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"In a truth table, the rightmost variable column alternates truth values in what pattern?",\(TFTF\ldots\),\(TTFF\ldots\),\(TFTF\ldots\),\(FFTT\ldots\),\(TTTTFFFF\ldots\),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
How many rows are in a truth table for the proposition \((p \land q) \lor (\neg r \land \neg w)\)?,16,4,6,8,16,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Why are intermediate columns used when filling out truth tables for compound propositions?,To simplify evaluation by breaking down complex expressions,To simplify evaluation by breaking down complex expressions,To reduce the number of variables,To avoid using negations,To change the order of operations,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"Translate into logic: ""It is not true that I am going to a movie and the party tonight.""",\(\neg (p \land q)\),\(p \land q\),\(\neg p \land \neg q\),\(\neg (p \land q)\),\(\neg p \lor \neg q\),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass
"When filling a truth table for \(p \land \neg q\), if \(p = \text{T}\) and \(q = \text{F}\), the value is:",True,False,True,Depends on other variables,Cannot be determined,,,,,,,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
