text,answer,a,b,c,d,e,f,g,h,hint,feedback,implausible_distractors,none_of_the_above,all_of_the_above,fill_in_the_blank,true_or_false,absolute_terms,longest_answer_correct,negative_worded_stem,word_repeats_in_stem_and_correct_answer,avoid_logical_cues,lost_sequence,more_than_one_correct,complex_k_type,ambiguous_unclear_information,gratuitous_information_in_stem,avoid_convergence_cues,grammatical_cues_in_stem,vague_terms,unfocused_stem
What is the main purpose of the matplotlib package in Python?,To create and customize data visualizations,To create and customize data visualizations,To perform statistical data analysis,To preprocess data for machine learning,To compute correlation coefficients,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which matplotlib pyplot function is used to display a scatter plot of x and y data?,"plt.scatter(x, y)","plt.scatter(x, y)","plt.line(x, y)","plt.plotScatter(x, y)","plt.showScatter(x, y)",,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass
When should plt.figure() be explicitly called in matplotlib code?,When changing the default figure size,When changing the default figure size,When creating a line plot,When displaying the figure in Jupyter Notebooks,When saving the figure to a file,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which parameter controls the location of the legend in a matplotlib plot?,loc,loc,position,location,place,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass
"In matplotlib, how does plt.subplot(nrows, ncols, index) affect a figure?",It creates a grid of subplots with specified layout and selects one subplot,It creates a grid of subplots with specified layout and selects one subplot,It changes the figure size to nrows by ncols inches,It adds a legend to a specific subplot,It sets the color and style of the current plot,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"What does the <zyICode>plt.scatter(x, y)</zyICode> function create?",A scatter plot of x and y coordinates,A line plot connecting points,A histogram of data,A scatter plot of x and y coordinates,A bar chart of categories,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which function is necessary to display a figure in a Python script or terminal?,plt.show(),plt.figure(),plt.show(),plt.plot(),plt.savefig(),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which parameter changes the size of a figure in <zyICode>matplotlib</zyICode>?,figsize in plt.figure(),figsize in plt.figure(),fontsize in plt.title(),loc in plt.legend(),linestyle in plt.grid(),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"How does <zyICode>plt.legend(loc=""lower right"")</zyICode> affect a plot?",Moves the legend to the lower right corner,Moves the legend to the lower right corner,Changes the legend text color to lower right,Adds a legend only if located at lower right,Removes the legend from the figure,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
"To add vertical grid lines only, which code is correct?","plt.grid(axis=""x"")","plt.grid(axis=""y"")","plt.grid(axis=""x"")","plt.grid(axis=""both"")","plt.grid(axis=""z"")",,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
