text,answer,a,b,c,d,e,f,g,h,hint,feedback,implausible_distractors,none_of_the_above,all_of_the_above,fill_in_the_blank,true_or_false,absolute_terms,longest_answer_correct,negative_worded_stem,word_repeats_in_stem_and_correct_answer,avoid_logical_cues,lost_sequence,more_than_one_correct,complex_k_type,ambiguous_unclear_information,gratuitous_information_in_stem,avoid_convergence_cues,grammatical_cues_in_stem,vague_terms,unfocused_stem
A pandas dataframe's row labels are called the _____.,index,columns,index,labels,values,,,,,,,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
What is a key difference between pandas dataframes and NumPy arrays?,Dataframes can have columns with different data types,Dataframes allow only integer indices; arrays allow strings,Dataframes can have columns with different data types,Arrays are always two-dimensional; dataframes are not,Arrays support row and column labels; dataframes do not,,,,,,,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which constructor argument specifies column names when creating a pandas dataframe?,columns,index,columns,labels,data,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
The iloc() method in pandas selects data using _____.,integer positional indices,row and column labels,only column labels,integer positional indices,logical conditions,,,,,,,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which pandas method removes duplicate rows from a dataframe?,drop_duplicates(),drop(),drop_duplicates(),dropna(),replace(),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
What does the index of a pandas dataframe represent?,The set of row labels,The set of column labels,The data type of each column,The set of row labels,The number of columns,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
How do pandas dataframes differ from NumPy arrays in data types?,Dataframes allow different types per column,Both require all data to be the same type,Dataframes allow different types per column,Arrays allow different types per element,Dataframes must be one-dimensional,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
Which parameter names the columns when creating a pandas dataframe?,columns,index,labels,columns,data,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
What is the purpose of the iloc() method in pandas dataframes?,Selects data by integer index positions,Selects data by row and column labels,Selects data by integer index positions,Sorts the dataframe by column values,Drops rows or columns with missing data,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
How to subset rows where a dataframe column meets a condition?,"dataframe[dataframe[""column""] == value]","dataframe[dataframe[""column""] == value]",dataframe.loc[value],dataframe.iloc[value],dataframe.drop(value),,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
